time,data
-0.0491768628,-0.04522599999999999
-0.0491670628,-0.04522599999999999
-0.049157262800000004,-0.04522599999999999
-0.0491474628,-0.04522599999999999
-0.0491376628,-0.04522599999999999
-0.049127862800000005,-0.04522599999999999
-0.0491180628,-0.04522599999999999
-0.049108262800000003,-0.04522599999999999
-0.0490984628,-0.04522599999999999
-0.0490886628,-0.005025000000000057
-0.049078862800000005,-0.04522599999999999
-0.0490690628,-0.04522599999999999
-0.0490592628,-0.04522599999999999
-0.0490494628,-0.04522599999999999
-0.0490396628,-0.04522599999999999
-0.049029862800000004,-0.04522599999999999
-0.0490200628,-0.04522599999999999
-0.0490102628,-0.04522599999999999
-0.0490004628,-0.04522599999999999
-0.0489906628,-0.04522599999999999
-0.048980862800000004,-0.04522599999999999
-0.0489710628,-0.04522599999999999
-0.0489612628,-0.04522599999999999
-0.048951462800000005,-0.005025000000000057
-0.0489416628,-0.04522599999999999
-0.0489318628,-0.08542699999999992
-0.0489220628,-0.04522599999999999
-0.0489122628,-0.04522599999999999
-0.048902462800000004,-0.04522599999999999
-0.0488926628,-0.04522599999999999
-0.0488828628,-0.04522599999999999
-0.0488730628,-0.04522599999999999
-0.0488632628,-0.04522599999999999
-0.048853462800000004,-0.08542699999999992
-0.0488436628,-0.04522599999999999
-0.0488338628,-0.04522599999999999
-0.0488240628,-0.04522599999999999
-0.0488142628,-0.04522599999999999
-0.048804462800000004,-0.005025000000000057
-0.0487946628,-0.04522599999999999
-0.0487848628,-0.04522599999999999
-0.048775062800000005,-0.04522599999999999
-0.0487652628,-0.005025000000000057
-0.0487554628,-0.04522599999999999
-0.0487456628,-0.04522599999999999
-0.0487358628,-0.04522599999999999
-0.048726062800000004,-0.04522599999999999
-0.0487162628,-0.04522599999999999
-0.0487064628,-0.04522599999999999
-0.0486966628,-0.04522599999999999
-0.0486868628,-0.04522599999999999
-0.048677062800000004,-0.005025000000000057
-0.0486672628,-0.04522599999999999
-0.0486574628,-0.04522599999999999
-0.048647662800000005,-0.08542699999999992
-0.0486378628,-0.04522599999999999
-0.0486280628,-0.04522599999999999
-0.0486182628,-0.04522599999999999
-0.0486084628,-0.04522599999999999
-0.048598662800000005,-0.08542699999999992
-0.0485888628,-0.04522599999999999
-0.0485790628,-0.04522599999999999
-0.0485692628,-0.005025000000000057
-0.0485594628,-0.08542699999999992
-0.048549662800000004,-0.04522599999999999
-0.0485398628,-0.08542699999999992
-0.0485300628,-0.04522599999999999
-0.048520262800000005,-0.04522599999999999
-0.0485104628,-0.04522599999999999
-0.048500662800000004,-0.04522599999999999
-0.0484908628,-0.005025000000000057
-0.0484810628,-0.04522599999999999
-0.048471262800000005,-0.04522599999999999
-0.0484614628,-0.08542699999999992
-0.0484516628,-0.04522599999999999
-0.0484418628,-0.04522599999999999
-0.0484320628,-0.04522599999999999
-0.048422262800000004,-0.04522599999999999
-0.0484124628,-0.04522599999999999
-0.0484026628,-0.04522599999999999
-0.0483928628,-0.04522599999999999
-0.0483830628,-0.04522599999999999
-0.048373262800000004,-0.04522599999999999
-0.0483634628,-0.04522599999999999
-0.0483536628,-0.04522599999999999
-0.048343862800000005,-0.005025000000000057
-0.0483340628,-0.04522599999999999
-0.048324262800000004,-0.04522599999999999
-0.0483144628,-0.04522599999999999
-0.0483046628,-0.04522599999999999
-0.048294862800000005,-0.005025000000000057
-0.0482850628,-0.04522599999999999
-0.0482752628,-0.04522599999999999
-0.0482654628,-0.04522599999999999
-0.0482556628,-0.04522599999999999
-0.048245862800000004,-0.04522599999999999
-0.0482360628,-0.04522599999999999
-0.0482262628,-0.04522599999999999
-0.0482164628,-0.005025000000000057
-0.0482066628,-0.04522599999999999
-0.048196862800000004,-0.04522599999999999
-0.0481870628,-0.04522599999999999
-0.0481772628,-0.04522599999999999
-0.048167462800000005,-0.04522599999999999
-0.0481576628,-0.04522599999999999
-0.0481478628,-0.04522599999999999
-0.0481380628,-0.04522599999999999
-0.0481282628,-0.04522599999999999
-0.048118462800000004,-0.04522599999999999
-0.0481086628,-0.04522599999999999
-0.0480988628,-0.04522599999999999
-0.0480890628,-0.04522599999999999
-0.0480792628,-0.04522599999999999
-0.048069462800000004,-0.005025000000000057
-0.0480596628,-0.04522599999999999
-0.0480498628,-0.04522599999999999
-0.048040062800000005,-0.04522599999999999
-0.0480302628,-0.04522599999999999
-0.048020462800000004,-0.04522599999999999
-0.0480106628,-0.04522599999999999
-0.0480008628,-0.04522599999999999
-0.047991062800000005,-0.04522599999999999
-0.0479812628,-0.04522599999999999
-0.0479714628,-0.04522599999999999
-0.0479616628,-0.04522599999999999
-0.0479518628,-0.04522599999999999
-0.047942062800000004,-0.04522599999999999
-0.0479322628,-0.04522599999999999
-0.0479224628,-0.04522599999999999
-0.047912662800000005,-0.08542699999999992
-0.0479028628,-0.005025000000000057
-0.047893062800000004,-0.04522599999999999
-0.0478832628,-0.04522599999999999
-0.0478734628,-0.005025000000000057
-0.047863662800000005,-0.04522599999999999
-0.0478538628,-0.04522599999999999
-0.0478440628,-0.04522599999999999
-0.0478342628,-0.04522599999999999
-0.0478244628,-0.04522599999999999
-0.047814662800000005,-0.04522599999999999
-0.0478048628,-0.04522599999999999
-0.0477950628,-0.04522599999999999
-0.0477852628,-0.04522599999999999
-0.0477754628,-0.005025000000000057
-0.047765662800000004,-0.04522599999999999
-0.0477558628,-0.04522599999999999
-0.0477460628,-0.04522599999999999
-0.0477362628,-0.04522599999999999
-0.0477264628,-0.04522599999999999
-0.047716662800000004,-0.005025000000000057
-0.0477068628,-0.04522599999999999
-0.0476970628,-0.04522599999999999
-0.047687262800000005,-0.08542699999999992
-0.0476774628,-0.04522599999999999
-0.0476676628,-0.04522599999999999
-0.0476578628,-0.04522599999999999
-0.0476480628,-0.04522599999999999
-0.047638262800000004,-0.04522599999999999
-0.0476284628,-0.005025000000000057
-0.0476186628,-0.04522599999999999
-0.0476088628,-0.04522599999999999
-0.0475990628,-0.04522599999999999
-0.047589262800000004,-0.04522599999999999
-0.0475794628,-0.04522599999999999
-0.0475696628,-0.04522599999999999
-0.047559862800000005,-0.04522599999999999
-0.0475500628,-0.04522599999999999
-0.047540262800000004,-0.04522599999999999
-0.0475304628,-0.04522599999999999
-0.0475206628,-0.04522599999999999
-0.047510862800000005,-0.04522599999999999
-0.0475010628,-0.08542699999999992
-0.0474912628,-0.04522599999999999
-0.0474814628,-0.04522599999999999
-0.0474716628,-0.04522599999999999
-0.047461862800000004,-0.04522599999999999
-0.0474520628,-0.04522599999999999
-0.0474422628,-0.04522599999999999
-0.047432462800000005,-0.04522599999999999
-0.0474226628,-0.04522599999999999
-0.047412862800000004,-0.04522599999999999
-0.0474030628,-0.04522599999999999
-0.0473932628,-0.04522599999999999
-0.047383462800000005,-0.04522599999999999
-0.0473736628,-0.04522599999999999
-0.0473638628,-0.04522599999999999
-0.0473540628,-0.005025000000000057
-0.0473442628,-0.04522599999999999
-0.047334462800000005,-0.04522599999999999
-0.0473246628,-0.04522599999999999
-0.0473148628,-0.005025000000000057
-0.0473050628,-0.04522599999999999
-0.0472952628,-0.04522599999999999
-0.047285462800000004,-0.005025000000000057
-0.0472756628,-0.04522599999999999
-0.0472658628,-0.04522599999999999
-0.0472560628,-0.04522599999999999
-0.0472462628,-0.04522599999999999
-0.047236462800000004,-0.04522599999999999
-0.0472266628,-0.04522599999999999
-0.0472168628,-0.04522599999999999
-0.047207062800000005,-0.04522599999999999
-0.0471972628,-0.04522599999999999
-0.0471874628,-0.08542699999999992
-0.0471776628,-0.04522599999999999
-0.0471678628,-0.005025000000000057
-0.047158062800000004,-0.005025000000000057
-0.0471482628,-0.005025000000000057
-0.0471384628,-0.005025000000000057
-0.0471286628,-0.04522599999999999
-0.0471188628,-0.005025000000000057
-0.047109062800000004,-0.005025000000000057
-0.0470992628,-0.04522599999999999
-0.0470894628,-0.04522599999999999
-0.047079662800000005,-0.04522599999999999
-0.0470698628,-0.04522599999999999
-0.0470600628,-0.04522599999999999
-0.0470502628,-0.04522599999999999
-0.0470404628,-0.04522599999999999
-0.047030662800000005,-0.005025000000000057
-0.0470208628,-0.04522599999999999
-0.0470110628,-0.04522599999999999
-0.0470012628,-0.04522599999999999
-0.0469914628,-0.04522599999999999
-0.046981662800000004,-0.04522599999999999
-0.0469718628,-0.04522599999999999
-0.0469620628,-0.04522599999999999
-0.046952262800000005,-0.005025000000000057
-0.0469424628,-0.04522599999999999
-0.046932662800000004,-0.005025000000000057
-0.0469228628,-0.04522599999999999
-0.0469130628,-0.005025000000000057
-0.046903262800000005,-0.04522599999999999
-0.0468934628,-0.04522599999999999
-0.0468836628,-0.04522599999999999
-0.0468738628,-0.04522599999999999
-0.0468640628,-0.04522599999999999
-0.046854262800000004,-0.04522599999999999
-0.0468444628,-0.04522599999999999
-0.0468346628,-0.04522599999999999
-0.0468248628,-0.04522599999999999
-0.0468150628,-0.04522599999999999
-0.046805262800000004,-0.04522599999999999
-0.0467954628,-0.04522599999999999
-0.0467856628,-0.04522599999999999
-0.0467758628,-0.005025000000000057
-0.0467660628,-0.04522599999999999
-0.046756262800000004,-0.005025000000000057
-0.0467464628,-0.005025000000000057
-0.0467366628,-0.005025000000000057
-0.046726862800000005,-0.04522599999999999
-0.0467170628,-0.04522599999999999
-0.0467072628,-0.04522599999999999
-0.0466974628,-0.04522599999999999
-0.0466876628,-0.04522599999999999
-0.046677862800000004,-0.005025000000000057
-0.0466680628,-0.04522599999999999
-0.0466582628,-0.04522599999999999
-0.0466484628,-0.04522599999999999
-0.0466386628,-0.04522599999999999
-0.046628862800000004,-0.08542699999999992
-0.0466190628,-0.04522599999999999
-0.0466092628,-0.08542699999999992
-0.046599462800000005,-0.04522599999999999
-0.0465896628,-0.04522599999999999
-0.0465798628,-0.04522599999999999
-0.0465700628,-0.04522599999999999
-0.0465602628,-0.04522599999999999
-0.046550462800000005,-0.04522599999999999
-0.0465406628,-0.04522599999999999
-0.0465308628,-0.005025000000000057
-0.0465210628,-0.04522599999999999
-0.0465112628,-0.04522599999999999
-0.046501462800000004,-0.04522599999999999
-0.0464916628,-0.04522599999999999
-0.0464818628,-0.04522599999999999
-0.046472062800000005,-0.005025000000000057
-0.0464622628,-0.04522599999999999
-0.046452462800000004,-0.04522599999999999
-0.0464426628,-0.04522599999999999
-0.0464328628,-0.04522599999999999
-0.046423062800000005,-0.04522599999999999
-0.0464132628,-0.04522599999999999
-0.0464034628,-0.04522599999999999
-0.0463936628,-0.04522599999999999
-0.0463838628,-0.04522599999999999
-0.046374062800000004,-0.005025000000000057
-0.0463642628,-0.005025000000000057
-0.0463544628,-0.04522599999999999
-0.046344662800000005,-0.04522599999999999
-0.0463348628,-0.04522599999999999
-0.046325062800000004,-0.04522599999999999
-0.0463152628,-0.04522599999999999
-0.0463054628,-0.08542699999999992
-0.046295662800000005,-0.04522599999999999
-0.0462858628,-0.005025000000000057
-0.046276062800000003,-0.04522599999999999
-0.0462662628,-0.005025000000000057
-0.0462564628,-0.08542699999999992
-0.046246662800000005,-0.04522599999999999
-0.0462368628,-0.04522599999999999
-0.0462270628,-0.04522599999999999
-0.0462172628,-0.04522599999999999
-0.0462074628,-0.04522599999999999
-0.046197662800000004,-0.04522599999999999
-0.0461878628,-0.04522599999999999
-0.0461780628,-0.08542699999999992
-0.0461682628,-0.08542699999999992
-0.0461584628,-0.04522599999999999
-0.046148662800000004,-0.005025000000000057
-0.0461388628,-0.04522599999999999
-0.0461290628,-0.04522599999999999
-0.046119262800000005,-0.04522599999999999
-0.0461094628,-0.04522599999999999
-0.0460996628,-0.04522599999999999
-0.0460898628,-0.04522599999999999
-0.0460800628,-0.04522599999999999
-0.046070262800000004,-0.005025000000000057
-0.0460604628,-0.04522599999999999
-0.0460506628,-0.04522599999999999
-0.0460408628,-0.04522599999999999
-0.0460310628,-0.04522599999999999
-0.046021262800000004,-0.04522599999999999
-0.0460114628,-0.04522599999999999
-0.0460016628,-0.04522599999999999
-0.045991862800000005,-0.005025000000000057
-0.0459820628,-0.005025000000000057
-0.045972262800000004,-0.04522599999999999
-0.0459624628,-0.04522599999999999
-0.0459526628,-0.04522599999999999
-0.045942862800000005,-0.04522599999999999
-0.0459330628,-0.04522599999999999
-0.0459232628,-0.04522599999999999
-0.0459134628,-0.04522599999999999
-0.0459036628,-0.04522599999999999
-0.045893862800000004,-0.04522599999999999
-0.0458840628,-0.04522599999999999
-0.0458742628,-0.04522599999999999
-0.045864462800000005,-0.04522599999999999
-0.0458546628,-0.04522599999999999
-0.045844862800000004,-0.04522599999999999
-0.0458350628,-0.04522599999999999
-0.0458252628,-0.04522599999999999
-0.0458154628,-0.04522599999999999
-0.0458056628,-0.04522599999999999
-0.0457958628,-0.04522599999999999
-0.0457860628,-0.005025000000000057
-0.0457762628,-0.04522599999999999
-0.045766462800000005,-0.08542699999999992
-0.0457566628,-0.005025000000000057
-0.0457468628,-0.005025000000000057
-0.045737062800000006,-0.04522599999999999
-0.0457272628,-0.04522599999999999
-0.045717462800000004,-0.04522599999999999
-0.0457076628,-0.08542699999999992
-0.0456978628,-0.04522599999999999
-0.0456880628,-0.04522599999999999
-0.0456782628,-0.08542699999999992
-0.045668462800000004,-0.04522599999999999
-0.0456586628,-0.04522599999999999
-0.0456488628,-0.005025000000000057
-0.045639062800000005,-0.04522599999999999
-0.0456292628,-0.04522599999999999
-0.0456194628,-0.04522599999999999
-0.0456096628,-0.04522599999999999
-0.0455998628,-0.04522599999999999
-0.045590062800000004,-0.04522599999999999
-0.0455802628,-0.04522599999999999
-0.0455704628,-0.04522599999999999
-0.0455606628,-0.04522599999999999
-0.0455508628,-0.04522599999999999
-0.045541062800000004,-0.04522599999999999
-0.0455312628,-0.04522599999999999
-0.0455214628,-0.04522599999999999
-0.045511662800000005,-0.04522599999999999
-0.0455018628,-0.04522599999999999
-0.045492062800000004,-0.005025000000000057
-0.0454822628,-0.04522599999999999
-0.0454724628,-0.04522599999999999
-0.045462662800000005,-0.08542699999999992
-0.0454528628,-0.08542699999999992
-0.0454430628,-0.04522599999999999
-0.0454332628,-0.04522599999999999
-0.0454234628,-0.04522599999999999
-0.045413662800000004,-0.04522599999999999
-0.0454038628,-0.04522599999999999
-0.0453940628,-0.005025000000000057
-0.045384262800000005,-0.005025000000000057
-0.0453744628,-0.04522599999999999
-0.045364662800000004,-0.04522599999999999
-0.0453548628,-0.04522599999999999
-0.0453450628,-0.04522599999999999
-0.045335262800000005,-0.005025000000000057
-0.0453254628,-0.04522599999999999
-0.0453156628,-0.04522599999999999
-0.0453058628,-0.04522599999999999
-0.0452960628,-0.04522599999999999
-0.045286262800000004,-0.04522599999999999
-0.0452764628,-0.005025000000000057
-0.0452666628,-0.04522599999999999
-0.045256862800000006,-0.04522599999999999
-0.0452470628,-0.04522599999999999
-0.045237262800000004,-0.04522599999999999
-0.0452274628,-0.04522599999999999
-0.0452176628,-0.04522599999999999
-0.0452078628,-0.04522599999999999
-0.0451980628,-0.04522599999999999
-0.045188262800000004,-0.04522599999999999
-0.0451784628,-0.04522599999999999
-0.0451686628,-0.04522599999999999
-0.045158862800000005,-0.04522599999999999
-0.0451490628,-0.04522599999999999
-0.0451392628,-0.04522599999999999
-0.0451294628,-0.04522599999999999
-0.0451196628,-0.04522599999999999
-0.045109862800000004,-0.04522599999999999
-0.0451000628,-0.04522599999999999
-0.0450902628,-0.04522599999999999
-0.0450804628,-0.04522599999999999
-0.0450706628,-0.04522599999999999
-0.045060862800000004,-0.005025000000000057
-0.0450510628,-0.08542699999999992
-0.0450412628,-0.04522599999999999
-0.045031462800000005,-0.04522599999999999
-0.0450216628,-0.04522599999999999
-0.0450118628,-0.04522599999999999
-0.0450020628,-0.04522599999999999
-0.0449922628,-0.04522599999999999
-0.044982462800000005,-0.04522599999999999
-0.0449726628,-0.04522599999999999
-0.0449628628,-0.04522599999999999
-0.0449530628,-0.04522599999999999
-0.0449432628,-0.005025000000000057
-0.044933462800000004,-0.04522599999999999
-0.0449236628,-0.04522599999999999
-0.0449138628,-0.04522599999999999
-0.044904062800000005,-0.04522599999999999
-0.0448942628,-0.04522599999999999
-0.044884462800000004,-0.005025000000000057
-0.0448746628,-0.04522599999999999
-0.0448648628,-0.04522599999999999
-0.044855062800000005,-0.04522599999999999
-0.0448452628,-0.04522599999999999
-0.0448354628,-0.04522599999999999
-0.0448256628,-0.04522599999999999
-0.0448158628,-0.04522599999999999
-0.044806062800000004,-0.04522599999999999
-0.0447962628,-0.04522599999999999
-0.0447864628,-0.04522599999999999
-0.044776662800000006,-0.08542699999999992
-0.0447668628,-0.04522599999999999
-0.044757062800000004,-0.04522599999999999
-0.0447472628,-0.04522599999999999
-0.0447374628,-0.04522599999999999
-0.0447276628,-0.04522599999999999
-0.0447178628,-0.005025000000000057
-0.044708062800000004,-0.005025000000000057
-0.0446982628,-0.04522599999999999
-0.0446884628,-0.08542699999999992
-0.044678662800000005,-0.04522599999999999
-0.0446688628,-0.04522599999999999
-0.0446590628,-0.04522599999999999
-0.044649262800000006,-0.005025000000000057
-0.0446394628,-0.04522599999999999
-0.044629662800000004,-0.04522599999999999
-0.0446198628,-0.04522599999999999
-0.0446100628,-0.04522599999999999
-0.0446002628,-0.04522599999999999
-0.0445904628,-0.04522599999999999
-0.044580662800000004,-0.04522599999999999
-0.0445708628,-0.04522599999999999
-0.0445610628,-0.08542699999999992
-0.044551262800000005,-0.04522599999999999
-0.0445414628,-0.04522599999999999
-0.0445316628,-0.04522599999999999
-0.0445218628,-0.04522599999999999
-0.0445120628,-0.04522599999999999
-0.044502262800000005,-0.04522599999999999
-0.0444924628,-0.04522599999999999
-0.0444826628,-0.04522599999999999
-0.0444728628,-0.04522599999999999
-0.0444630628,-0.04522599999999999
-0.044453262800000004,-0.04522599999999999
-0.0444434628,-0.04522599999999999
-0.0444336628,-0.04522599999999999
-0.044423862800000005,-0.04522599999999999
-0.0444140628,-0.04522599999999999
-0.044404262800000004,-0.005025000000000057
-0.0443944628,-0.04522599999999999
-0.0443846628,-0.04522599999999999
-0.044374862800000005,-0.04522599999999999
-0.0443650628,-0.04522599999999999
-0.0443552628,-0.08542699999999992
-0.0443454628,-0.04522599999999999
-0.0443356628,-0.04522599999999999
-0.044325862800000004,-0.04522599999999999
-0.0443160628,-0.04522599999999999
-0.0443062628,-0.04522599999999999
-0.044296462800000005,-0.04522599999999999
-0.0442866628,-0.04522599999999999
-0.044276862800000004,-0.04522599999999999
-0.0442670628,-0.04522599999999999
-0.0442572628,-0.04522599999999999
-0.044247462800000005,-0.04522599999999999
-0.0442376628,-0.04522599999999999
-0.044227862800000003,-0.04522599999999999
-0.0442180628,-0.04522599999999999
-0.0442082628,-0.04522599999999999
-0.044198462800000005,-0.04522599999999999
-0.0441886628,-0.04522599999999999
-0.0441788628,-0.005025000000000057
-0.044169062800000006,-0.04522599999999999
-0.0441592628,-0.04522599999999999
-0.044149462800000004,-0.04522599999999999
-0.0441396628,-0.04522599999999999
-0.0441298628,-0.04522599999999999
-0.0441200628,-0.04522599999999999
-0.0441102628,-0.04522599999999999
-0.044100462800000004,-0.04522599999999999
-0.0440906628,-0.04522599999999999
-0.0440808628,-0.04522599999999999
-0.044071062800000005,-0.04522599999999999
-0.0440612628,-0.04522599999999999
-0.0440514628,-0.04522599999999999
-0.0440416628,-0.04522599999999999
-0.0440318628,-0.04522599999999999
-0.044022062800000004,-0.04522599999999999
-0.0440122628,-0.04522599999999999
-0.0440024628,-0.04522599999999999
-0.0439926628,-0.04522599999999999
-0.0439828628,-0.08542699999999992
-0.043973062800000004,-0.04522599999999999
-0.0439632628,-0.04522599999999999
-0.0439534628,-0.04522599999999999
-0.043943662800000005,-0.04522599999999999
-0.0439338628,-0.005025000000000057
-0.043924062800000004,-0.04522599999999999
-0.0439142628,-0.04522599999999999
-0.0439044628,-0.04522599999999999
-0.043894662800000005,-0.005025000000000057
-0.0438848628,-0.005025000000000057
-0.0438750628,-0.04522599999999999
-0.0438652628,-0.04522599999999999
-0.0438554628,-0.005025000000000057
-0.043845662800000004,-0.04522599999999999
-0.0438358628,-0.005025000000000057
-0.0438260628,-0.04522599999999999
-0.043816262800000005,-0.04522599999999999
-0.0438064628,-0.04522599999999999
-0.043796662800000004,-0.04522599999999999
-0.0437868628,-0.08542699999999992
-0.0437770628,-0.04522599999999999
-0.043767262800000005,-0.04522599999999999
-0.0437574628,-0.005025000000000057
-0.0437476628,-0.04522599999999999
-0.0437378628,-0.04522599999999999
-0.0437280628,-0.04522599999999999
-0.043718262800000005,-0.04522599999999999
-0.0437084628,-0.04522599999999999
-0.0436986628,-0.04522599999999999
-0.043688862800000006,-0.08542699999999992
-0.0436790628,-0.04522599999999999
-0.043669262800000004,-0.04522599999999999
-0.0436594628,-0.04522599999999999
-0.0436496628,-0.005025000000000057
-0.0436398628,-0.04522599999999999
-0.0436300628,-0.04522599999999999
-0.043620262800000004,-0.04522599999999999
-0.0436104628,-0.08542699999999992
-0.0436006628,-0.04522599999999999
-0.043590862800000005,-0.04522599999999999
-0.0435810628,-0.04522599999999999
-0.0435712628,-0.04522599999999999
-0.043561462800000006,-0.08542699999999992
-0.0435516628,-0.04522599999999999
-0.043541862800000004,-0.04522599999999999
-0.0435320628,-0.04522599999999999
-0.0435222628,-0.04522599999999999
-0.0435124628,-0.04522599999999999
-0.0435026628,-0.04522599999999999
-0.043492862800000004,-0.04522599999999999
-0.0434830628,-0.04522599999999999
-0.0434732628,-0.04522599999999999
-0.043463462800000005,-0.04522599999999999
-0.0434536628,-0.005025000000000057
-0.043443862800000003,-0.04522599999999999
-0.0434340628,-0.04522599999999999
-0.0434242628,-0.04522599999999999
-0.043414462800000005,-0.04522599999999999
-0.0434046628,-0.04522599999999999
-0.0433948628,-0.04522599999999999
-0.0433850628,-0.04522599999999999
-0.0433752628,-0.04522599999999999
-0.043365462800000004,-0.04522599999999999
-0.0433556628,-0.08542699999999992
-0.0433458628,-0.04522599999999999
-0.043336062800000005,-0.04522599999999999
-0.0433262628,-0.04522599999999999
-0.043316462800000004,-0.04522599999999999
-0.0433066628,-0.08542699999999992
-0.0432968628,-0.005025000000000057
-0.043287062800000005,-0.04522599999999999
-0.0432772628,-0.04522599999999999
-0.0432674628,-0.005025000000000057
-0.0432576628,-0.04522599999999999
-0.0432478628,-0.04522599999999999
-0.043238062800000004,-0.04522599999999999
-0.0432282628,-0.04522599999999999
-0.0432184628,-0.04522599999999999
-0.043208662800000006,-0.04522599999999999
-0.0431988628,-0.04522599999999999
-0.043189062800000004,-0.04522599999999999
-0.0431792628,-0.04522599999999999
-0.0431694628,-0.04522599999999999
-0.0431596628,-0.04522599999999999
-0.0431498628,-0.005025000000000057
-0.043140062800000004,-0.005025000000000057
-0.0431302628,-0.04522599999999999
-0.0431204628,-0.005025000000000057
-0.043110662800000005,-0.04522599999999999
-0.0431008628,-0.04522599999999999
-0.0430910628,-0.04522599999999999
-0.043081262800000006,-0.04522599999999999
-0.0430714628,-0.04522599999999999
-0.043061662800000004,-0.04522599999999999
-0.0430518628,-0.04522599999999999
-0.0430420628,-0.04522599999999999
-0.0430322628,-0.04522599999999999
-0.0430224628,-0.04522599999999999
-0.043012662800000004,-0.005025000000000057
-0.0430028628,-0.04522599999999999
-0.0429930628,-0.04522599999999999
-0.042983262800000005,-0.04522599999999999
-0.0429734628,-0.04522599999999999
-0.0429636628,-0.04522599999999999
-0.0429538628,-0.08542699999999992
-0.0429440628,-0.04522599999999999
-0.042934262800000005,-0.04522599999999999
-0.0429244628,-0.04522599999999999
-0.0429146628,-0.04522599999999999
-0.0429048628,-0.04522599999999999
-0.0428950628,-0.04522599999999999
-0.042885262800000004,-0.04522599999999999
-0.0428754628,-0.04522599999999999
-0.0428656628,-0.08542699999999992
-0.042855862800000005,-0.04522599999999999
-0.0428460628,-0.04522599999999999
-0.042836262800000004,-0.04522599999999999
-0.0428264628,-0.04522599999999999
-0.0428166628,-0.04522599999999999
-0.042806862800000005,-0.04522599999999999
-0.0427970628,-0.04522599999999999
-0.0427872628,-0.08542699999999992
-0.0427774628,-0.04522599999999999
-0.0427676628,-0.04522599999999999
-0.042757862800000004,-0.04522599999999999
-0.0427480628,-0.04522599999999999
-0.0427382628,-0.08542699999999992
-0.042728462800000006,-0.04522599999999999
-0.0427186628,-0.04522599999999999
-0.042708862800000004,-0.04522599999999999
-0.0426990628,-0.04522599999999999
-0.0426892628,-0.04522599999999999
-0.042679462800000005,-0.005025000000000057
-0.0426696628,-0.005025000000000057
-0.042659862800000004,-0.04522599999999999
-0.0426500628,-0.005025000000000057
-0.0426402628,-0.04522599999999999
-0.042630462800000005,-0.005025000000000057
-0.0426206628,-0.005025000000000057
